start,end,prefix_start4,prefix_end4,service,raw
52530000,52579999,5253,5257,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
52580000,52599999,5258,5259,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
52600000,52699999,5260,5269,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
52700000,52799999,5270,5279,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
52800000,52809999,5280,5280,Unknown,Mobile Service 流動服務 1GLOBAL Operations (Hong Kong) Limited
52810000,52829999,5281,5282,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
52830000,52839999,5283,5283,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
52840000,52859999,5284,5285,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
52860000,52889999,5286,5288,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
52890000,52898999,5289,5289,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
52899000,52899999,5289,5289,Unknown,Mobile Service 流動服務 HuiYinBi Telecom (Hong Kong) Limited 回音壁電信(香港)有限公司
52900000,52999999,5290,5299,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
53000000,53099999,5300,5309,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
53100000,53199999,5310,5319,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
53200000,53299999,5320,5329,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
53300000,53399999,5330,5339,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
53400000,53499999,5340,5349,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
53500000,53529999,5350,5352,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
53530000,53539999,5353,5353,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
53540000,53589999,5354,5358,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
53590000,53599999,5359,5359,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
53600000,53699999,5360,5369,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
53700000,53799999,5370,5379,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
53800000,53899999,5380,5389,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
53900000,53999999,5390,5399,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
54000000,54099999,5400,5409,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
54100000,54199999,5410,5419,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
54200000,54299999,5420,5429,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
54300000,54399999,5430,5439,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
54400000,54499999,5440,5449,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
54500000,54539999,5450,5453,Unknown,Mobile Service 流動服務 ** Spare 備用
54540000,54549999,5454,5454,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
54550000,54599999,5455,5459,Unknown,Mobile Service 流動服務 ** Spare 備用
54600000,54699999,5460,5469,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
54700000,54799999,5470,5479,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
54800000,54899999,5480,5489,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
54900000,54999999,5490,5499,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
55000000,55099999,5500,5509,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
55100000,55199999,5510,5519,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
55200000,55299999,5520,5529,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
55300000,55399999,5530,5539,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
55400000,55489999,5540,5548,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
55490000,55519999,5549,5551,Unknown,Mobile Service 流動服務 Government use
55520000,55549999,5552,5554,Unknown,Mobile Service 流動服務 ** Spare 備用
55550000,55559999,5555,5555,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
55560000,55599999,5556,5559,Unknown,Mobile Service 流動服務 ** Spare 備用
55600000,55699999,5560,5569,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
55700000,55799999,5570,5579,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
55800000,55899999,5580,5589,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
55900000,55999999,5590,5599,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
56000000,56099999,5600,5609,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
56100000,56199999,5610,5619,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
56200000,56299999,5620,5629,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
56300000,56399999,5630,5639,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
56400000,56499999,5640,5649,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
56500000,56559999,5650,5655,Unknown,Mobile Service 流動服務 ** Spare 備用
56560000,56569999,5656,5656,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
56570000,56599999,5657,5659,Unknown,Mobile Service 流動服務 ** Spare 備用
56600000,56699999,5660,5669,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
56700000,56779999,5670,5677,Unknown,Mobile Service 流動服務 ** Spare 備用
56780000,56789999,5678,5678,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
56790000,56799999,5679,5679,Unknown,Mobile Service 流動服務 ** Spare 備用
56800000,56899999,5680,5689,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
56900000,56999999,5690,5699,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
57000000,57019999,5700,5701,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
57020000,57039999,5702,5703,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
57040000,57059999,5704,5705,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
57060000,57069999,5706,5706,Unknown,Mobile Service 流動服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
57070000,57089999,5707,5708,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
57090000,57099999,5709,5709,Unknown,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
57100000,57179999,5710,5717,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
57180000,57199999,5718,5719,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用 Containing Ported Number
57200000,57299999,5720,5729,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
57300000,57369999,5730,5736,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
57370000,57399999,5737,5739,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
57400000,57449999,5740,5744,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
57450000,57469999,5745,5746,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
57470000,57489999,5747,5748,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
57490000,57499999,5749,5749,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
57500000,57569999,5750,5756,Unknown,Mobile Service 流動服務 ** Spare 備用
57570000,57579999,5757,5757,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
57580000,57599999,5758,5759,Unknown,Mobile Service 流動服務 ** Spare 備用
57600000,57679999,5760,5767,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
57680000,57699999,5768,5769,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用 Containing Ported Number
57700000,57799999,5770,5779,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
57800000,57899999,5780,5789,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
57900000,57999999,5790,5799,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
58000000,58009999,5800,5800,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58010000,58019999,5801,5801,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Deltapath Limited
58020000,58022999,5802,5802,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 PowerTech Worldcom Limited 環宇網絡通訊有限公司
58023000,58023999,5802,5802,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58024000,58025999,5802,5802,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 PowerTech Worldcom Limited 環宇網絡通訊有限公司
58026000,58029999,5802,5802,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58030000,58039999,5803,5803,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 VOXBONE NV
58040000,58040099,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ZONE Limited
58040100,58041999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58042000,58044999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ZONE Limited
58045000,58045999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58046000,58046099,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ZONE Limited
58046100,58046999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58047000,58048999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58049000,58049399,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ZONE Limited
58049400,58049599,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58049600,58049999,5804,5804,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ZONE Limited
58050000,58059999,5805,5805,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 China Mobile International Limited 中國移動國際有限公司
58060000,58069999,5806,5806,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 VOXBONE NV
58070000,58079999,5807,5807,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 HGC Global Communications Limited 環球全域電訊有限公司
58080000,58089999,5808,5808,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 VOXBONE NV
58090000,58099999,5809,5809,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 DIDWW HK Limited
58100000,58109999,5810,5810,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58110000,58119999,5811,5811,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58120000,58129999,5812,5812,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 ** Spare - open for application 備用/供申請使用
58130000,58139999,5813,5813,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
58140000,58149999,5814,5814,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
58150000,58159999,5815,5815,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
58160000,58169999,5816,5816,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
58170000,58179999,5817,5817,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
58180000,58189999,5818,5818,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
58190000,58199999,5819,5819,Fixed Services,Fixed Services 固網服務 Class Two 第二類服務 VOXBONE NV
59899999,59999999,5989,5999,Unknown,8
61900000,61999999,6190,6199,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
62000000,62099999,6200,6209,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
62100000,62199999,6210,6219,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
62200000,62299999,6220,6229,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
62300000,62399999,6230,6239,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
62400000,62439999,6240,6243,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
62440000,62499999,6244,6249,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用 Containing Ported Number
62500000,62599999,6250,6259,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
62600000,62609999,6260,6260,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
62610000,62619999,6261,6261,Unknown,Mobile Service 流動服務 Webbing Hong Kong Limited
62620000,62629999,6262,6262,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
62630000,62679999,6263,6267,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
62680000,62689999,6268,6268,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
62690000,62699999,6269,6269,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
62700000,62799999,6270,6279,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
62800000,62899999,6280,6289,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
62900000,62999999,6290,6299,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63000000,63099999,6300,6309,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63100000,63199999,6310,6319,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
63200000,63299999,6320,6329,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
63300000,63399999,6330,6339,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
63400000,63499999,6340,6349,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
63500000,63599999,6350,6359,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
63600000,63609999,6360,6360,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
63610000,63619999,6361,6361,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
63620000,63629999,6362,6362,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
63630000,63639999,6363,6363,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
63640000,63689999,6364,6368,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
63690000,63699999,6369,6369,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
63700000,63799999,6370,6379,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63800000,63899999,6380,6389,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63900000,63999999,6390,6399,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64000000,64099999,6400,6409,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
64100000,64199999,6410,6419,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64200000,64299999,6420,6429,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64300000,64399999,6430,6439,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
64400000,64499999,6440,6449,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64500000,64511999,6450,6451,Unknown,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64512000,64519999,6451,6451,Unknown,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64520000,64529999,6452,6452,Unknown,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64530000,64599999,6453,6459,Unknown,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64600000,64699999,6460,6469,Unknown,✓ Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
64700000,64799999,6470,6479,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
64800000,64899999,6480,6489,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
64900000,64999999,6490,6499,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65000000,65099999,6500,6509,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
65100000,65199999,6510,6519,Unknown,Mobile Service 流動服務 China-Hongkong Telecom Limited 中港通電訊有限公司
65200000,65299999,6520,6529,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65300000,65399999,6530,6539,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65400000,65499999,6540,6549,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65500000,65599999,6550,6559,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65600000,65699999,6560,6569,Unknown,✓ Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65700000,65799999,6570,6579,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
65800000,65899999,6580,6589,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
65900000,65999999,6590,6599,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66000000,66099999,6600,6609,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66100000,66199999,6610,6619,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66200000,66299999,6620,6629,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66300000,66399999,6630,6639,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66400000,66499999,6640,6649,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66500000,66599999,6650,6659,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66600000,66639999,6660,6663,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66640000,66659999,6664,6665,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
66660000,66669999,6666,6666,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
66670000,66699999,6667,6669,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
66700000,66799999,6670,6679,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66800000,66899999,6680,6689,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
66900000,66999999,6690,6699,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67000000,67099999,6700,6709,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67100000,67199999,6710,6719,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67200000,67299999,6720,6729,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
67300000,67399999,6730,6739,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67400000,67499999,6740,6749,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67500000,67599999,6750,6759,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67600000,67699999,6760,6769,Unknown,✓ Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67700000,67799999,6770,6779,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67800000,67859999,6780,6785,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67860000,67889999,6786,6788,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
67890000,67899999,6789,6789,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
67900000,67999999,6790,6799,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
68000000,68099999,6800,6809,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
68100000,68199999,6810,6819,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
68200000,68299999,6820,6829,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
68300000,68399999,6830,6839,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用 Containing Ported Number
69899999,69999999,6989,6999,Unknown,8
71119000,71119999,7111,7111,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71120000,71122999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71123000,71123999,7112,7112,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71124000,71127999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71128000,71128999,7112,7112,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71129000,71129999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71130000,71159999,7113,7115,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71160000,71160999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71161000,71161999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71162000,71162999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71163000,71163999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71164000,71164999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71165000,71165999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
71166000,71166999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71167000,71167999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71168000,71168999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71169000,71169999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71170000,71689999,7117,7168,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71690000,71699999,7169,7169,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
71700000,71709999,7170,7170,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71710000,71719999,7171,7171,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
71720000,72219999,7172,7221,Unknown,Mobile Service 流動服務 ** Spare 備用
72220000,72229999,7222,7222,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72230000,72249999,7223,7224,Unknown,Mobile Service 流動服務 ** Spare 備用
72250000,72259999,7225,7225,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72260000,72379999,7226,7237,Unknown,Mobile Service 流動服務 ** Spare 備用
72380000,72389999,7238,7238,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72390000,72719999,7239,7271,Unknown,Mobile Service 流動服務 ** Spare 備用
72720000,72729999,7272,7272,Unknown,✓ Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72730000,72879999,7273,7287,Unknown,Mobile Service 流動服務 ** Spare 備用
72880000,72889999,7288,7288,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72890000,72909999,7289,7290,Unknown,Mobile Service 流動服務 ** Spare 備用
72910000,72919999,7291,7291,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
72920000,72929999,7292,7292,Unknown,Mobile Service 流動服務 ** Spare 備用
72930000,72939999,7293,7293,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
72940000,73049999,7294,7304,Unknown,Mobile Service 流動服務 ** Spare 備用
73050000,73059999,7305,7305,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73060000,73069999,7306,7306,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73070000,73079999,7307,7307,Unknown,Mobile Service 流動服務 ** Spare 備用
73080000,73089999,7308,7308,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73090000,73209999,7309,7320,Unknown,Mobile Service 流動服務 ** Spare 備用
73210000,73219999,7321,7321,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
81000000,81099999,8100,8109,Personal Number,Personal Number Service 個人號碼服務 PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited
81100000,81199999,8110,8119,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司
81200000,81299999,8120,8129,Personal Number,Personal Number Service 個人號碼服務 HGC Global Communications Limited 環球全域電訊有限公司
81300000,81399999,8130,8139,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司
81400000,81499999,8140,8149,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
81500000,81599999,8150,8159,Unknown,Mobile Service 流動服務 ** Spare 備用
81600000,81671999,8160,8167,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
81672000,81672999,8167,8167,Unknown,Mobile Service 流動服務 ** Spare 備用
